id,name,address,postcode,review count,rating
1324,TRADE Highgate,"Unit 1, Sonny Heights WEST, 1 Swain's Ln, London N6 6AG, United Kingdom",N6 6AG,125,4.8
1325,Sherrards,"18, The, Market Pl, Falloden Wy, London NW11 6JJ, United Kingdom",NW11 6JJ,64,4.3
1326,Green & Fortune Cafe,"Kings Place, 90 York Wy, London N1 9AG, United Kingdom",N1 9AG,48,4.8
1327,Kalendar,"15 Swain's Ln, London N6 6QX, United Kingdom",N6 6QX,351,4.8
1328,Marios Cafe,"6 Kelly St, London NW1 8PH, United Kingdom",NW1 8PH,164,4.5
1329,The Park Cafe,"25 Kingswood Ave, London NW6 6LL, United Kingdom",NW6 6LL,236,4.4
1330,Gateway Café,"15 Long Ln, Church End, London N3 2PR, United Kingdom",N3 2PR,136,4.6
1331,Sunny Hill Cafe,"The Pavillion, Sunnyhill Park, Watford Wy, London NW4 4XA, United Kingdom",NW4 4XA,995,4
1332,Cafe Euro,"270 Holloway Rd, London N7 6NE, United Kingdom",N7 6NE,85,4.6
1333,GAIL's Bakery Hampstead,"64 Hampstead High St, London NW3 1QH, United Kingdom",NW3 1QH,420,3.5
1334,Troy Cafe Restaurant,"5 Holmes Rd, London NW5 3AA, United Kingdom",NW5 3AA,148,4.7
1335,GAIL's Bakery St Johns Wood,"5 Circus Rd, London NW8 6NX, United Kingdom",NW8 6NX,388,3.9
1336,The Apple Tree,"300a-300b, Ealing Rd, Wembley HA0 4LL, United Kingdom",HA0 4LL,89,4.8
1337,Roni's Bakery - Hampstead,"44 Rosslyn Hill, London NW3 1NH, United Kingdom",NW3 1NH,410,4.1
1338,GAIL's Bakery West Hampstead,"216 W End Ln, London NW6 1UX, United Kingdom",NW6 1UX,486,4.1
1339,Bank coffee lounge,"London NW7 3BY, United Kingdom",,26,4.3
1340,Cafe Express,"130-132 York Wy, London N1 0AX, United Kingdom",N1 0AX,266,3.7
1341,GAIL's Bakery Crouch End,"48 The Broadway, London N8 9TP, United Kingdom",N8 9TP,408,4.1
1342,Greggs,"382 Staines Rd, Feltham TW14 8BT, United Kingdom",TW14 8BT,205,
1343,Cafe Mama & Sons,"83 Kentish Town Rd, London NW1 8NY, United Kingdom",NW1 8NY,37,
1344,GAIL's Bakery Belsize Park,"167 Haverstock Hill, Belsize Park, London NW3 4QT, United Kingdom",NW3 4QT,374,3.5
1345,EZ & Moss,"183 Holloway Rd, London N7 8LX, United Kingdom",N7 8LX,277,4.8
1346,The Cavan Bakery,"51 Sheen Ln, London SW14 8AB, United Kingdom",SW14 8AB,78,4.3
1347,Aroma Lab Coffee,"22 Upland Rd, London SE22 9EF, United Kingdom",SE22 9EF,21,
1348,Sunny's,"125 Wood St, London E17 3LL, United Kingdom",E17 3LL,202,4.4
1349,Indulge,"7 The Broadway, London E4 9LQ, United Kingdom",E4 9LQ,144,4.6
1350,Omega Cafe,"22 Waterloo Rd, London NW2 7UH, United Kingdom",NW2 7UH,119,4.5
1351,Colonnade Cafe,"highgate cemetery, forecourt N6 6PJ, United Kingdom",N6 6PJ,41,4
1352,Angie's Chiswick,"114 Chiswick High Rd., Chiswick, London W4 1PU, United Kingdom",W4 1PU,489,4.7
1353,Angel’s Cafe,"40 Stroud Green Rd, Finsbury Park, London N4 3ES, United Kingdom",N4 3ES,136,4.1
1354,Caffeinate,"140 Crouch Hill, London N8 9DX, United Kingdom",N8 9DX,221,4.6
1355,Cinnamon Village,"112 Fortess Rd, London NW5 2HL, United Kingdom",NW5 2HL,314,4.2
1356,Hand Cafe,"11 Victory Parade, East Village, London E20 1FS, United Kingdom",E20 1FS,312,4.2
1357,One Way Cafe London,"158 Seven Sisters Rd, Finsbury Park, London N7 7PL, United Kingdom",N7 7PL,147,4.4
1358,Matchado,"119, Lower, Stable St, London N1C 4DR, United Kingdom",N1C 4DR,169,4.5
1359,Jamaica Blue,"47-49 The Quadrant, Richmond TW9 1DN, United Kingdom",TW9 1DN,416,4.7
1360,Vero Caffe,"16 Sussex Ring, London N12 7HX, United Kingdom",N12 7HX,484,4
1361,MATCHADO,"Unit 15, Edison Court, Warple Way, London W3 7FW, United Kingdom",W3 7FW,4,
1362,Le Péché Mignon,"6 Ronalds Rd, London N5 1XH, United Kingdom",N5 1XH,472,4.7
1363,Bagel Bite,"6, Central Buildings, The Broadway, London W5 2NT, United Kingdom",W5 2NT,163,4.1
1364,Kafe 23,"Chiswick Business Park, Chiswick, London W4 5YG, United Kingdom",W4 5YG,49,4.1
1365,Cafesa,"53 Greenford Ave, London W7 1LL, United Kingdom",W7 1LL,27,5
1366,Pritchard & Ure,"2 Barker Dr, London NW1 0JW, United Kingdom",NW1 0JW,183,4.7
1367,Paperback Coffee & Books,"73 St Mary's Rd, London W5 5RG, United Kingdom",W5 5RG,147,4.7
1368,GAIL's Bakery Queens Park,"75 Salusbury Rd, London NW6 6NH, United Kingdom",NW6 6NH,892,4.1
1369,The Snapery East,"373 Helmsley Pl, London E8 3SB, United Kingdom",E8 3SB,370,4.3
1370,Roastery and Toastery,"Chalk Farm Station, Adelaide Rd, London NW3 2BP, United Kingdom",NW3 2BP,151,4.4
1371,The Libra Theatre Cafe,"37 Chalk Farm Rd, Chalk Farm, London NW1 8AJ, United Kingdom",NW1 8AJ,53,5
1372,Fabler Bakery Camden,"88 Camden High St, London NW1 0LT, United Kingdom",NW1 0LT,1033,4.3
1373,Sweet Corner,"56 Fortune Green Rd, London NW6 1DT, United Kingdom",NW6 1DT,113,4.6
1374,Embresso Coffee,"43 Walm Ln, London NW2 4QU, United Kingdom",NW2 4QU,125,4.4
1375,The Potting Shed at Boston Manor Park,"Boston Manor Rd, Brentford TW8 9JU, United Kingdom",TW8 9JU,104,4.7
1376,Snack Box,"Overstone House, 45 Warple Way, London W3 0RX, United Kingdom",W3 0RX,82,3.7
1377,Fika Cafe,"167 St. Margarets Rd, St Margarets, Twickenham TW1 1RD, United Kingdom",TW1 1RD,17,4.4
1378,The Sanctuary Cafe N W Ltd,"St James Church, 2 Sherriff Rd, London NW6 2AP, United Kingdom",NW6 2AP,41,4.5
1379,Hot Milk Cafe,"1 Maidstone Rd, London N11 2TR, United Kingdom",N11 2TR,378,4.3
1380,Rindo,"136 Holloway Rd, London N7 8DD, United Kingdom",N7 8DD,84,4.7
1381,Zamazingo Cafe and Restaurant,"85A Fleet Rd, London NW3 2QY, United Kingdom",NW3 2QY,107,4.2
1382,Bread & Breakfast,"5 Camborne Ave, Romford RM3 8RH, United Kingdom",RM3 8RH,334,4.5
1383,Milani Cafe,"72 Ballards Ln, London N3 2BU, United Kingdom",N3 2BU,131,4.4
1384,Pages & Blendz,"79 Fore St, London N18 2TW, United Kingdom",N18 2TW,577,4.5
1385,Terrone & Co. coffee roasters,"industrial estate, Unit 17 Mill Mead Rd, London N17 9QU, United Kingdom",N17 9QU,31,5
1386,UNIT SIX CAFE,"6 The East Mall, London E15 1XA, United Kingdom",E15 1XA,946,4.4
1387,Tåg Coffee,"11 Wilson Walk, Chiswick, London W4 1TP, United Kingdom",W4 1TP,8,5
1388,The Ridge Café Bar,"The Cricket Club, Totteridge Green, London N20 8PB, United Kingdom",N20 8PB,7,4.8
1389,Exotic Cafe Bar,"London N10 1LR, United Kingdom",,0,
1390,Rosemary Crouch End,"11, 13 Park Rd, London N8 8TE, United Kingdom",N8 8TE,881,4.9
1391,Boulangerie Bon Matin,"178 Tollington Park, Finsbury Park, London N4 3AJ, United Kingdom",N4 3AJ,854,4.9
1392,Morr,"242 Upper St, London N1 1RU, United Kingdom",N1 1RU,139,4.4
1393,My Matcha & Coffee,"54-56 Camden Lock Pl, London NW1 8AF, United Kingdom",NW1 8AF,8,4.5
1394,Kafeteryam Sandwich Bar,"467 Caledonian Rd, London N7 9BA, United Kingdom",N7 9BA,278,4.7
1395,Coffeeplace,"London E15 1AZ, United Kingdom",E15 1AZ,5,4.7
1396,London Coffee Bank,"231 Kilburn High Rd, London NW6 7JN, United Kingdom",NW6 7JN,64,3.9
1397,Vagabond N7,"105 Holloway Rd, London N7 8LT, United Kingdom",N7 8LT,658,4.5
1398,Hart & Lova Bakery,"213a Belsize Rd, London NW6 4AA, United Kingdom",NW6 4AA,748,4.4
1399,Joie De Vie London,"359 Ballards Ln, London N12 8LJ, United Kingdom",N12 8LJ,454,4.2
1400,Ole & Steen,"59 George St, Richmond TW9 1HE, United Kingdom",TW9 1HE,1604,4.2
1401,Cloud 7 Brunch Hornsey,"40 A, Tottenham Ln, London N8 7EA, United Kingdom",N8 7EA,230,4.7
1402,Your Bakery,"70 High Street Whitton, Twickenham TW2 7LS, United Kingdom",TW2 7LS,224,4.2
1403,Cafe Jack’s,"101 Salusbury Rd, London NW6 6NH, United Kingdom",NW6 6NH,718,4.5
1404,Le Tea Cosy,"51A Regent's Park Rd, London NW1 8AX, United Kingdom",NW1 8AX,133,4.5
1405,The Villa Cafe,"248 York Wy, London N7 9QQ, United Kingdom",N7 9QQ,115,4.8
1406,Wilton Patisserie,"49-53 Chase Side, London N14 5BU, United Kingdom",N14 5BU,1815,4.5
1407,Charlie’s,"169 High Rd, London N22 6BA, United Kingdom",N22 6BA,844,4.7
1408,Waite & Rose Café,"1 Wharf Road, London N1C 4BZ, United Kingdom",N1C 4BZ,9,4.3
1409,Nikki's Bakery,"184 Chiswick High Rd., Chiswick, London W4 1PP, United Kingdom",W4 1PP,526,4.9
1410,artichoke cafe,"96 Queens Cres, Belsize Park, London NW5 4DY, United Kingdom",NW5 4DY,29,4.4
1411,Mill House Cafe,"37 Mill Ln, London NW6 1NB, United Kingdom",NW6 1NB,261,4.5
1412,The Broadway Cafe,"520-522 Muswell Hill Broadway, Muswell Hill, London N10 1BT, United Kingdom",N10 1BT,196,4.5
1413,Bel & Nev,"15 Station Terrace, London NW10 5RX, United Kingdom",NW10 5RX,153,4.5
1414,Zara Cafe Bistro,"231 Cricklewood Broadway, London NW2 3HP, United Kingdom",NW2 3HP,149,4.2
1415,N6 Cafe,"214 Archway Rd, London N6 5AX, United Kingdom",N6 5AX,131,4
1416,The Blue Owl,"155 Stroud Green Rd, Finsbury Park, London N4 3PZ, United Kingdom",N4 3PZ,589,4.9
1417,Cally Cafe,"488 Caledonian Rd, London N7 9RP, United Kingdom",N7 9RP,237,
1418,Bar Linda,"London NW11 7RN, United Kingdom",NW11 7RN,175,4.2
1419,Workman's Cafe & Restaurant,"103 Junction Rd, Archway, London N19 5QX, United Kingdom",N19 5QX,311,4.6
1420,Souter Bros. Coffee,"Sterling Way, London N18 1QX, United Kingdom",N18 1QX,68,4.7
1421,Mems Cafe Kentish Town,"383 Kentish Town Rd, London NW5 2TJ, United Kingdom",NW5 2TJ,135,4.8
1422,KOZY Coffee & Food,"251 Upper Richmond Rd W, London SW14 8QS, United Kingdom",SW14 8QS,45,4.7
1423,Knot Pretzels & Coffee - Stratford,"Stratford Railway Station, Station St, London E15 1AZ, United Kingdom",E15 1AZ,88,
1424,Grovelands Cafe,"1 Woodcroft, London N21 3QN, United Kingdom",N21 3QN,212,2.1
1425,224 Brunch’n,"36A St John's Way, Archway, London N19 3RR, United Kingdom",N19 3RR,0,5
1426,TORA Bakery & Patisserie,"58 Broadway, London W13 0SU, United Kingdom",W13 0SU,92,4.4
1427,La Dinette - Muswell Hill Café,"3-5 Fortis Green Rd, Muswell Hill, London N10 3HP, United Kingdom",N10 3HP,144,5
1428,England’s Lane,"2 England's Ln, Belsize Park, London NW3 4TG, United Kingdom",NW3 4TG,439,4.6
1429,The Cookie,"123 Bramley Rd, London N14 4UT, United Kingdom",N14 4UT,49,4.6
1430,Beam,"39-41 Topsfield Rd, London N8 8PT, United Kingdom",N8 8PT,2387,4.8
1431,Flying Horse Coffee,"London E8 4RU, United Kingdom",E8 4RU,49,4.6
1432,Devotion Coffee Angel,"2 Cross St, London N1 2BL, United Kingdom",N1 2BL,235,4.9
1433,Rose's Cafe & Bistro,"243 Kilburn High Rd, London NW6 7JN, United Kingdom",NW6 7JN,327,4.6
1434,Cafe G. - Finsbury Park,"187 Seven Sisters Rd, Finsbury Park, London N4 3NG, United Kingdom",N4 3NG,63,4.1
1435,Hana Cha,"72 Heath St, London NW3 1DN, United Kingdom",NW3 1DN,35,4.9
1436,Alma Cafè,"10 Ritz Parade, London W5 3RA, United Kingdom",W5 3RA,66,
1437,Sawyer and Gray,"290 St Paul's Rd, London N1 2LH, United Kingdom",N1 2LH,288,4.9
1438,Wham coffee,"29 Chalk Farm Rd, Chalk Farm, London NW1 8AJ, United Kingdom",NW1 8AJ,258,4.4
1439,Bob's Café Muswell Hill,"43 Muswell Hill Broadway, Muswell Hill, London N10 3HA, United Kingdom",N10 3HA,1135,4.8
1440,Stone Bros,"73 Chatsworth Rd, Lower Clapton, London E5 0LH, United Kingdom",E5 0LH,207,4.4
1441,Signorelli East Village,"7 Victory Parade, East Village, London E20 1FS, United Kingdom",E20 1FS,1050,4.5
1442,Cafe Corso,"1 Ringslade Rd, London N22 7TE, United Kingdom",N22 7TE,120,4.7
1443,Silver Service Cafe,"16 Bittacy Hill, London NW7 1LB, United Kingdom",NW7 1LB,192,4.4
1444,Zara Cafe,"Fairfax Court, 95A Fairfax Rd, London NW6 4DY, United Kingdom",NW6 4DY,213,4.2
1445,Neighbourhood Organic,"212, 214 Kentish Town Rd, London NW5 2BY, United Kingdom",NW5 2BY,1357,4.8
1446,Mission Coffee Works,"Unit 6 Queen's Yard, London E9 5EN, United Kingdom",E9 5EN,30,0
1447,KOA London,"1, 473 Hornsey Rd, London N19 3QL, United Kingdom",N19 3QL,491,4.6
1448,Sol-e-Mio Café,"Sunshine Garden Centre, Durnsford Rd, London N11 2EL, United Kingdom",N11 2EL,55,4.3
1449,Miki's Paradise,"221A Holloway Rd, London N7 8HG, United Kingdom",N7 8HG,695,4.5
1450,Broomfield Cafe & Bar,"64 Aldermans Hill, London N13 4PP, United Kingdom",N13 4PP,50,4.8
1451,Cafe Melo,"103 Shacklewell Ln, London E8 2EB, United Kingdom",E8 2EB,134,4.5
1452,Alma - Primrose Hill,"36 Primrose Hill Rd, London NW3 3AD, United Kingdom",NW3 3AD,310,4.8
1453,Cafe Aroma,"106 Hoe St, London E17 4QS, United Kingdom",E17 4QS,104,4.9
1454,LONG & SHORT,"Unit 5, Crate Building, 35 St James St, London E17 7FY, United Kingdom",E17 7FY,218,4.7
1455,Medi Eatery and Macchiato Bar,"63 Golders Green Rd, London NW11 8EL, United Kingdom",NW11 8EL,422,4.3
1456,The Haberdashery,"22 Middle Ln, London N8 8PL, United Kingdom",N8 8PL,806,4.8
1457,Koyohan Cafe,"177 Arlington Rd, London NW1 7EY, United Kingdom",NW1 7EY,37,4.6
1458,Cafe Z Bar.,"58 Stoke Newington High St, London N16 7PB, United Kingdom",N16 7PB,598,4.9
1459,HWK LONDON,"29 White Post Ln, London E9 5EN, United Kingdom",E9 5EN,155,4.9
1460,Camden Coffee Shop,"11 Delancey St, London NW1 7NL, United Kingdom",NW1 7NL,203,4.6
1461,Aroma Cafe N2,"23 Aylmer Parade, Aylmer Rd, London N2 0PE, United Kingdom",N2 0PE,79,4.4
1462,"ELK Cafe London (Energy Life Kitchen) | Cafe, Wine Bar & Cocktails","32 England's Ln, Belsize Park, London NW3 4UE, United Kingdom",NW3 4UE,48,
1463,Temptation Coffee Bar,"7 Murray St, London NW1 9RE, United Kingdom",NW1 9RE,109,4.6
1464,Station Cafe London,"17 Station Terrace, London NW10 5RX, United Kingdom",NW10 5RX,137,4.2
1465,Dolce Crema,"3 The Broadway, London SW13 0NY, United Kingdom",SW13 0NY,224,4.7
1466,Camden Tea Bar,"1st Floor, 90- 92 Camden Lock Pl, London NW1 8AF, United Kingdom",NW1 8AF,1972,4.8
1467,Brekky&brunch,"157 Tottenham Ln, London N8 9BT, United Kingdom",N8 9BT,415,4.8
1468,Dark & Light Coffee,"22, College Parade, Salusbury Rd, London NW6 6RN, United Kingdom",NW6 6RN,223,4.8
1469,Brunch on the Hill,"48 Crouch End Hill, London N8 8AA, United Kingdom",N8 8AA,73,4.8
1470,Beam,"291-293 Muswell Hill Broadway, Muswell Hill, London N10 1BY, United Kingdom",N10 1BY,602,4.9
1471,SELV ROASTERY,"116 Upper St, London N1 1AP, United Kingdom",N1 1AP,57,4.9
1472,Silverberry,"14 Pond St, London NW3 2PS, United Kingdom",NW3 2PS,2013,4.5
1473,WatchHouse Seven Dials,"7 Upper St Martin's Ln, London WC2H 9DL, United Kingdom",WC2H 9DL,879,4.6
1474,Chapel Market Roastery,"4 Chapel Market, London N1 9EZ, United Kingdom",N1 9EZ,218,4.8
1475,Café Millennium,"25 Chapel Market, London N1 9EZ, United Kingdom",N1 9EZ,358,4.7
1476,Fireheart Coffee,"Unit 1, 126 Alexandra Park Rd, Muswell Hill, London N10 2AH, United Kingdom",N10 2AH,17,5
1477,La Loma Coffeeshop,"63 Broad Ln, London N15 4DJ, United Kingdom",N15 4DJ,2,4.7
1478,Kibco Coffee,"170 Caledonian Rd, Barnsbury Estate, London N1 0SQ, United Kingdom",N1 0SQ,97,4.8
1479,LUMI Camden,"82 Camden High St, London NW1 0LT, United Kingdom",NW1 0LT,1952,4.6
1480,Primrose Hill Café,"A5205, London NW8 7LS, United Kingdom",NW8 7LS,68,4.1
1481,Paper and Cup x SCT,"18 Calvert Ave, London E2 7JP, United Kingdom",E2 7JP,331,4.2
1482,Urban Social-Islington,"236 Upper St, London N1 1RU, United Kingdom",N1 1RU,674,4.9
1483,My Place Chiswick,"83-85 Chiswick High Rd., Chiswick, London W4 2EF, United Kingdom",W4 2EF,283,4.4
1484,ALBOSS BAR & LOUNGE,"266 High Rd, London N22 8JX, United Kingdom",N22 8JX,3,0
1485,Urban Bites,"4 Eastern Rd, London E17 9DU, United Kingdom",E17 9DU,386,4.8
1486,BB Cafe,"314 Lea Bridge Rd, London E10 7LD, United Kingdom",E10 7LD,360,4.4
1487,Mums Cafe,"51B Montagu Rd, Silver Street, London N18 2LX, United Kingdom",N18 2LX,246,4.8
1488,The Full English,"96 Lower Clapton Rd, Lower Clapton, London E5 0QR, United Kingdom",E5 0QR,829,4.7
1489,Green Area Roastery,"261 Hoe St, London E17 9PT, United Kingdom",E17 9PT,59,4.9
1490,The View Tube,"The Greenway, View Tube, Marshgate Ln, London E15 2PJ, United Kingdom",E15 2PJ,681,4.2
1491,Narrative,"10 Forest Rd, London E17 6JJ, United Kingdom",E17 6JJ,70,4.9
1492,Olympic Cafe,"61 W Ham Ln, London E15 4PH, United Kingdom",E15 4PH,221,4.4
1493,Down to Earth,"168 Sandringham Rd, London E8 2HS, United Kingdom",E8 2HS,131,4.5
1494,Whittard of Chelsea Strand,"435 Strand, London WC2R 0QN, United Kingdom",WC2R 0QN,180,4.6
1495,The Coppernose,"1, Palace Gate, Molesey, East Molesey KT8 9BN, United Kingdom",KT8 9BN,233,4.8
1496,The Garden Café,"268 Waldegrave Rd, Twickenham TW1 4ST, United Kingdom",TW1 4ST,32,4.7
1497,BRUNCH LIFE LIMITED,"1C Claremont Rd, Teddington TW11 8DH, United Kingdom",TW11 8DH,0,4.6
1498,Sweet Tooth Cafe,"275 Upper Richmond Rd, London SW15 6SP, United Kingdom",SW15 6SP,103,4.4
1499,Ueshima Coffee Company,"Level -2, Westfield, Japan Centre Ichiba, London W12 7HB, United Kingdom",W12 7HB,13,3.5
1500,Old Spike Piccadilly,"15, 16 Sherwood St, London W1F 7BJ, United Kingdom",W1F 7BJ,128,5
1501,Barnaby&Boo's,"54 High St, New Malden KT3 4EZ, United Kingdom",KT3 4EZ,54,4.3
1502,DISH,"3 Bridge Rd, Molesey, East Molesey KT8 9EU, United Kingdom",KT8 9EU,368,4.8
1503,The Gate Coffee House,"89 Woodgrange Rd, London E7 0EP, United Kingdom",E7 0EP,3,
1504,Dudley's,"145 Wood St, London E17 3LX, United Kingdom",E17 3LX,446,4.4
1505,Il Molino,"155 Lavender Hill, London SW11 5QH, United Kingdom",SW11 5QH,331,4.8
1506,El Pronto Caffe,"9-11 Buckingham Palace Rd, London SW1W 0PP, United Kingdom",SW1W 0PP,46,3.5
1507,Mount Cafe,"Market Parade, 11 Hampton Rd W, Hanworth, Feltham TW13 6AL, United Kingdom",TW13 6AL,162,4.8
1508,L'ETO,"10 W Halkin St, London SW1X 8JL, United Kingdom",SW1X 8JL,1374,4.6
1509,Rude Health Café,"Kiln House, 212 New Kings Rd, London SW6 4NZ, United Kingdom",SW6 4NZ,185,4.7
1510,La Fiesta,"20 Castle St, Kingston upon Thames KT1 1SS, United Kingdom",KT1 1SS,340,4.6
1511,Tesco Cafe,"1 Glover Dr, London N18 3HF, United Kingdom",N18 3HF,42,0
1512,Palm Vaults,"411 Mare St, London E8 1HY, United Kingdom",E8 1HY,353,4.6
1513,Nuvit Cafe & Bistro,"41 Tachbrook St, Lillington and Longmoore Gardens, London SW1V 2LZ, United Kingdom",SW1V 2LZ,188,4.7
1514,Clocktower Cafe,"31 Claremont Rd, Surbiton KT6 4QR, United Kingdom",KT6 4QR,92,4.7
1515,Starbucks,"Unit 2122, London W12 7GE, United Kingdom",W12 7GE,249,3.5
1516,Moulin Rouge Cafe,"12 Castle St, Kingston upon Thames KT1 1SS, United Kingdom",KT1 1SS,190,4.6
1517,Lallapolosa Baking Company,"26 Bloomfield Rd, Kingston upon Thames KT1 2SE, United Kingdom",KT1 2SE,153,4.1
1518,Redemption Roasters - Victoria Station,"Unit 33a, Victoria Railway Station, Buckingham Palace Rd, London SW1V 1JU, United Kingdom",SW1V 1JU,31,
1519,Dania's Cafe & Bistro | Clapham,"Unit 2, Ascot Parade, Clapham Park Rd, London SW4 7EY, United Kingdom",SW4 7EY,224,4.4
1520,Belgique Wanstead Cafe,"29 Cambridge Park, London E11 2PU, United Kingdom",E11 2PU,438,4.6
1521,Hazel Cafe & Pizza,"1 Charleville Rd, London W14 9JL, United Kingdom",W14 9JL,318,4.9
1522,Cafe Delight,"410 Ewell Rd, Tolworth, Surbiton KT6 7HF, United Kingdom",KT6 7HF,130,4.6
1523,Egg & Bun,"156 Hammersmith Rd, London W6 7JP, United Kingdom",W6 7JP,62,3.7
1524,Cafe Roma,"78 Fulham Rd., South Kensington, London SW3 6HH, United Kingdom",SW3 6HH,111,4.4
1525,Crumpets,"82 Buckingham Gate, London SW1E 6PD, United Kingdom",SW1E 6PD,379,3.9
1526,Huffkins,"1st floor, John Lewis, Wood St, Kingston upon Thames KT1 1TE, United Kingdom",KT1 1TE,265,3.8
1527,Lola's Bakery - West Hampstead Cafe,"168 W End Ln, London NW6 1SD, United Kingdom",NW6 1SD,1066,3.8
1528,GAIL's Bakery Teddington,"60-62 Broad St, Teddington TW11 8QY, United Kingdom",TW11 8QY,102,4.4
1529,GAIL's Bakery Kingston-upon-Thames,"3-5 Church St, Kingston upon Thames KT1 1RW, United Kingdom",KT1 1RW,194,4
1530,GAIL's Bakery Brook Green,"102-104 Shepherds Bush Rd, London W6 7PD, United Kingdom",W6 7PD,377,4.1
1531,ExCellar,"18-20 Brighton Rd, Surbiton KT6 5PQ, United Kingdom",KT6 5PQ,324,4.7
1532,Truth,"36, 38 Fulham Palace Rd, London W6 9PH, United Kingdom",W6 9PH,827,4.6
1533,Cafe St James,"14 St James' Rd, Surbiton KT6 4QH, United Kingdom",KT6 4QH,104,4.7
1534,Mason + Rye,"2nd Floor, Bentalls Department Store Bentall Centre, Kingston upon Thames KT1 1TP, United Kingdom",KT1 1TP,95,3.8
1535,The BeauVert,"43 Denmark Hill, London SE5 8RS, United Kingdom",SE5 8RS,33,4.9
1536,Whittard of Chelsea at The O2,"Unit 7.18 Outlet Shopping at The O2, London SE10 0DX, United Kingdom",SE10 0DX,66,4.5
1537,Morrisons Cafe,"6-7 Salisbury Hall Gdns, Chingford Rd, London E4 8SN, United Kingdom",E4 8SN,244,
1538,Co.,"5-6 Park Cl, London SW1X 7PQ, United Kingdom",SW1X 7PQ,625,4.6
1539,Belgique Cafe and Patisserie,"11 The Broadway, Woodford, London, Woodford Green IG8 0HL, United Kingdom",IG8 0HL,128,4.9
1540,Royal Albert Hall Café Bar,"Ground Floor Door 12, Kensington Gore, London SW7 2AP, United Kingdom",SW7 2AP,51,3.9
1541,L'Express Cafe,"250 Euston Rd., London NW1 2PG, United Kingdom",NW1 2PG,10,4
1542,Half Moon Cafe,"125 Fulham Palace Rd, London W6 8JA, United Kingdom",W6 8JA,646,4.6
1543,Green House Coffee,"121 Shepherds Bush Rd, London W6 7LP, United Kingdom",W6 7LP,193,4.6
1544,Bergamot Cafe,"Arch 87, The Wood Lane Arches, Wood Ln, London W12 7RQ, United Kingdom",W12 7RQ,337,5
1545,Cafe Galio,"105 High St, New Malden KT3 4BP, United Kingdom",KT3 4BP,144,4.4
1546,The Café by Benugo at Peter Jones,"Sloane Square, London SW1W 8EL, United Kingdom",SW1W 8EL,43,3.7
1547,Munchies Cafe,"Oak Lodge, 156 Ewell Rd, Surbiton KT6 6HE, United Kingdom",KT6 6HE,78,4.6
1548,Eight on the River Cafe,"Above Molesey Boat Club, Barge Walk, Molesey, East Molesey KT8 9AJ, United Kingdom",KT8 9AJ,445,4.6
1549,Regent's Bar & Kitchen,"The Regent's Park, Inner Cir, London NW1 4NU, United Kingdom",NW1 4NU,2022,4
1550,Fatboys Cafe & Restaurant,"204 Cambridge Rd, Kingston upon Thames KT1 3LU, United Kingdom",KT1 3LU,446,4.6
1551,King Cafe,"196 Kingston Rd, New Malden KT3 3RJ, United Kingdom",KT3 3RJ,147,4.5
1552,Canary Garden Cafe,"77 Marsh Wall, London E14 9SH, United Kingdom",E14 9SH,67,4.5
1553,Masala Chai Nashta x Curry In A Box,"90A Upton Ln, London E7 9LW, United Kingdom",E7 9LW,914,4.3
1554,KukooLaLa Cafe,"3 Marsh Ln, London E10 7BL, United Kingdom",E10 7BL,233,4.3
1555,Upper Clapton Cafe,"25 Upper Clapton Rd, London E5 8AY, United Kingdom",E5 8AY,65,4.4
1556,Liz Café,"7 Goldhawk Rd, London W12 8QQ, United Kingdom",W12 8QQ,802,4.6
1557,Sally White,"353 Kennington Rd, London SE11 4QE, United Kingdom",SE11 4QE,302,4.4
1558,Pen Ponds Kiosk,"Richmond Park, Richmond TW10 5HX, United Kingdom",TW10 5HX,750,3.5
1559,Aveda Cafe,"5 Russell Gardens, London W14 8EZ, United Kingdom",W14 8EZ,197,4.9
1560,W6 Cafe,"17 Ravenscourt Ave, London W6 0SL, United Kingdom",W6 0SL,18,5
1561,Vicki's,"43 Kilburn Ln, London W10 4AE, United Kingdom",W10 4AE,553,4.1
1562,Parsnips in the Park,"Cross Deep, Twickenham TW1 4RB, United Kingdom",TW1 4RB,14,
1563,The Terrace Eatery,"6A, Food for Thought, 7 apple Market, Kingston upon Thames KT1 1JE, United Kingdom",KT1 1JE,663,4.6
1564,Cafe Paradiso,"129 Hammersmith Rd, London W14 0QL, United Kingdom",W14 0QL,35,4.6
1565,Alma - Barnes,"2-3 Rocks Ln, London SW13 0DB, United Kingdom",SW13 0DB,614,4.6
1566,Maison Delice,"191B Uxbridge Rd, London W12 9RA, United Kingdom",W12 9RA,71,4.5
1567,Cafe Continente,"62 North End Rd, London W14 9EP, United Kingdom",W14 9EP,462,4.7
1568,Revive Cafe,"290, 294 Uxbridge Rd, London W12 7LJ, United Kingdom",W12 7LJ,161,4.6
1569,George's Cafe,"36 Blythe Rd, London W14 0HA, United Kingdom",W14 0HA,230,4.6
1570,GAIL's Bakery Wanstead,"55-57 High St., London E11 2AD, United Kingdom",E11 2AD,772,3.8
1571,Pop In Sam's Cafe,"117 Stanley Rd, Teddington TW11 8UB, United Kingdom",TW11 8UB,86,4.5
1572,Paws For Coffee,"41 High St, Hampton Hill, Hampton TW12 1NB, United Kingdom",TW12 1NB,441,4.7
